17:00:04.895Z,1624
17:00:05.001Z,1624
17:00:05.106Z,1652
17:00:05.196Z,1624
17:00:05.301Z,1620
17:00:05.406Z,1624
17:00:05.510Z,1631
17:00:05.601Z,1631
17:00:05.706Z,1624
17:00:05.811Z,1627
17:00:05.901Z,1627
17:00:06.021Z,1631
17:00:06.110Z,1624
17:00:06.200Z,1627
17:00:06.336Z,1627
17:00:06.425Z,1631
17:00:06.517Z,1627
17:00:06.605Z,1624
17:00:06.742Z,1620
17:00:06.831Z,1624
17:00:06.921Z,1624
17:00:07.011Z,1624
17:00:07.146Z,1620
17:00:07.236Z,1620
17:00:07.326Z,1620
17:00:07.416Z,1620
17:00:07.506Z,1631
17:00:07.641Z,1652
17:00:07.731Z,1691
17:00:07.821Z,1747
17:00:07.911Z,1807
17:00:08.046Z,1821
17:00:08.136Z,1814
17:00:08.226Z,1817
17:00:08.316Z,1814
17:00:08.451Z,1817
17:00:08.543Z,1814
17:00:08.631Z,1814
17:00:08.721Z,1761
17:00:08.811Z,1719
17:00:08.946Z,1687
17:00:09.035Z,1624
17:00:09.126Z,1571
17:00:09.216Z,1518
17:00:09.351Z,1469
17:00:09.441Z,1416
17:00:09.530Z,1395
17:00:09.621Z,1381
17:00:09.756Z,1430
17:00:09.846Z,1529
17:00:09.936Z,1606
17:00:10.025Z,1687
17:00:10.116Z,1778
17:00:10.250Z,1817
17:00:10.341Z,1814
17:00:10.431Z,1814
17:00:10.522Z,1814
17:00:10.656Z,1817
17:00:10.747Z,1814
17:00:10.836Z,1743
17:00:10.926Z,1680
17:00:11.016Z,1610
17:00:11.150Z,1564
17:00:11.241Z,1529
17:00:11.331Z,1497
17:00:11.421Z,1473
17:00:11.556Z,1462
17:00:11.647Z,1508
17:00:11.738Z,1606
17:00:11.827Z,1676
17:00:11.961Z,1729
17:00:12.051Z,1789
17:00:12.144Z,1814
17:00:12.231Z,1814
17:00:12.322Z,1814
17:00:12.456Z,1814
17:00:12.546Z,1817
17:00:12.636Z,1775
17:00:12.726Z,1680
17:00:12.861Z,1638
17:00:12.951Z,1596
17:00:13.041Z,1532
17:00:13.131Z,1508
17:00:13.266Z,1483
17:00:13.356Z,1483
17:00:13.446Z,1476
17:00:13.536Z,1466
17:00:13.626Z,1476
17:00:13.761Z,1511
17:00:13.854Z,1596
17:00:13.941Z,1659
17:00:14.031Z,1719
17:00:14.165Z,1743
17:00:14.256Z,1792
17:00:14.346Z,1810
17:00:14.436Z,1814
17:00:14.572Z,1814
17:00:14.661Z,1814
17:00:14.750Z,1817
17:00:14.842Z,1814
17:00:14.931Z,1722
17:00:15.066Z,1676
17:00:15.156Z,1606
17:00:15.246Z,1560
17:00:15.336Z,1532
17:00:15.471Z,1501
17:00:15.561Z,1444
17:00:15.651Z,1430
17:00:15.742Z,1423
17:00:15.876Z,1374
17:00:15.966Z,1328
17:00:16.056Z,1328
17:00:16.146Z,1332
17:00:16.236Z,1441
17:00:16.371Z,1539
17:00:16.461Z,1613
17:00:16.551Z,1680
17:00:16.642Z,1754
17:00:16.776Z,1785
17:00:16.867Z,1817
17:00:16.956Z,1810
17:00:17.046Z,1817
17:00:17.180Z,1814
17:00:17.271Z,1807
17:00:17.362Z,1817
17:00:17.452Z,1817
17:00:17.542Z,1807
17:00:17.676Z,1708
17:00:17.767Z,1655
17:00:17.856Z,1603
17:00:17.947Z,1564
17:00:18.082Z,1525
17:00:18.171Z,1487
17:00:18.262Z,1483
17:00:18.351Z,1490
17:00:18.565Z,1497
17:00:18.581Z,1497
17:00:18.666Z,1494
17:00:18.756Z,1494
17:00:18.847Z,1487
17:00:18.980Z,1483
17:00:19.071Z,1497
17:00:19.161Z,1483
17:00:19.251Z,1469
17:00:19.388Z,1494
17:00:19.477Z,1487
17:00:19.567Z,1494
17:00:19.657Z,1490
17:17:18.005Z,1497
17:17:18.094Z,1497
17:17:18.199Z,1490
17:17:18.304Z,1497
17:17:18.410Z,1508
17:17:18.500Z,1497
17:17:18.604Z,1504
17:17:18.710Z,1497
17:17:18.800Z,1497
17:17:18.904Z,1504
17:17:19.010Z,1501
17:17:19.114Z,1497
17:17:19.205Z,1518
17:17:19.341Z,1494
17:17:19.429Z,1497
